Latitude (decimal degrees):	1.357
Longitude (decimal degrees):	103.820
Elevation (m):	53
Radiation database:	PVGIS-ERA5


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230101:0030,55.95,134.2,0.0,18.21,25.87,4.28,0.0
20230101:0130,177.3,196.6,0.0,31.65,26.03,4.83,0.0
20230101:0230,329.85,233.1,0.0,44.46,26.42,4.9,0.0
20230101:0330,442.1,260.55,0.0,55.88,26.94,4.21,0.0
20230101:0430,453.8,329.95,0.0,63.93,27.41,4.07,0.0
20230101:0530,424.05,303.9,0.0,65.06,27.77,4.41,0.0
20230101:0630,358.0,317.5,0.0,58.52,27.89,4.41,0.0
20230101:0730,209.4,302.6,0.0,47.75,27.86,4.14,0.0
20230101:0830,119.55,191.15,0.0,35.2,27.69,3.79,0.0
20230101:0930,27.55,146.5,0.0,21.89,27.6,4.14,0.0
20230101:1030,9.55,47.85,0.0,8.23,27.27,3.17,0.0
20230101:1130,0.0,0.0,0.0,-5.56,27.24,3.86,0.0
20230101:1230,0.0,0.0,0.0,0.0,27.06,4.21,0.0
20230101:1330,0.0,0.0,0.0,0.0,26.78,4.07,0.0
20230101:1430,0.0,0.0,0.0,0.0,26.47,4.07,0.0
20230101:1530,0.0,0.0,0.0,0.0,26.13,4.62,0.0
20230101:1630,0.0,0.0,0.0,0.0,25.85,5.03,0.0
20230101:1730,0.0,0.0,0.0,0.0,25.67,5.24,0.0
20230101:1830,0.0,0.0,0.0,0.0,25.54,5.24,0.0
20230101:1930,0.0,0.0,0.0,0.0,25.41,5.38,0.0
20230101:2030,0.0,0.0,0.0,0.0,25.33,5.52,0.0
20230101:2130,0.0,0.0,0.0,0.0,25.29,5.52,0.0
20230101:2230,0.0,0.0,0.0,0.0,25.54,5.03,0.0
20230101:2330,10.1,25.9,0.0,4.5,25.57,5.03,0.0
20230102:0030,83.45,99.3,0.0,18.12,25.59,5.17,0.0
20230102:0130,302.05,135.05,0.0,31.57,25.74,5.1,0.0
20230102:0230,473.15,158.65,0.0,44.41,26.15,5.59,0.0
20230102:0330,640.86,136.85,0.0,55.86,26.86,6.14,0.0
20230102:0430,679.26,156.0,0.0,63.97,27.5,5.24,0.0
20230102:0530,703.91,147.55,0.0,65.17,28.01,4.28,0.0
20230102:0630,599.76,145.15,0.0,58.65,28.37,3.86,0.0
20230102:0730,444.0,140.65,0.0,47.88,28.63,3.79,0.0
20230102:0830,352.75,123.25,0.0,35.33,28.67,3.66,0.0
20230102:0930,194.1,85.8,0.0,22.01,28.55,3.86,0.0
20230102:1030,42.8,41.7,0.0,8.34,27.32,2.62,0.0
20230102:1130,0.0,0.0,0.0,-5.46,27.52,3.1,0.0
20230102:1230,0.0,0.0,0.0,0.0,27.42,3.31,0.0
20230102:1330,0.0,0.0,0.0,0.0,27.16,4.14,0.0
20230102:1430,0.0,0.0,0.0,0.0,26.75,5.03,0.0
20230102:1530,0.0,0.0,0.0,0.0,26.41,5.38,0.0
20230102:1630,0.0,0.0,0.0,0.0,26.08,5.17,0.0
20230102:1730,0.0,0.0,0.0,0.0,25.88,5.1,0.0
20230102:1830,0.0,0.0,0.0,0.0,25.68,5.03,0.0
20230102:1930,0.0,0.0,0.0,0.0,25.55,5.1,0.0
20230102:2030,0.0,0.0,0.0,0.0,25.42,5.52,0.0
20230102:2130,0.0,0.0,0.0,0.0,25.41,5.38,0.0
20230102:2230,0.0,0.0,0.0,0.0,25.63,4.21,0.0
20230102:2330,9.5,18.84,0.0,4.4,25.53,4.62,0.0
20230103:0030,40.05,90.35,0.0,18.04,25.48,4.69,0.0
20230103:0130,158.5,197.95,0.0,31.5,25.54,4.48,0.0
20230103:0230,255.5,205.8,0.0,44.36,25.96,4.69,0.0
20230103:0330,384.3,270.8,0.0,55.85,26.75,4.69,0.0
20230103:0430,351.95,329.25,0.0,64.01,27.44,4.34,0.0
20230103:0530,462.05,294.8,0.0,65.28,27.88,3.66,0.0
20230103:0630,472.95,278.05,0.0,58.79,28.01,3.24,0.0
20230103:0730,359.2,228.2,0.0,48.01,27.6,2.97,0.0
20230103:0830,106.65,195.05,0.0,35.45,26.43,2.55,0.0
20230103:0930,49.05,111.4,0.0,22.13,26.01,2.48,0.0
20230103:1030,6.85,43.75,0.0,8.45,26.43,1.79,0.0
20230103:1130,0.0,0.0,0.0,-5.36,26.19,2.69,0.0
20230103:1230,0.0,0.0,0.0,0.0,25.82,3.59,0.0
20230103:1330,0.0,0.0,0.0,0.0,25.78,4.07,0.0
20230103:1430,0.0,0.0,0.0,0.0,25.65,4.41,0.0
20230103:1530,0.0,0.0,0.0,0.0,25.48,4.9,0.0
20230103:1630,0.0,0.0,0.0,0.0,25.28,5.03,0.0
20230103:1730,0.0,0.0,0.0,0.0,25.11,5.52,0.0
20230103:1830,0.0,0.0,0.0,0.0,24.99,6.07,0.0
20230103:1930,0.0,0.0,0.0,0.0,24.9,6.28,0.0
20230103:2030,0.0,0.0,0.0,0.0,24.9,6.55,0.0
20230103:2130,0.0,0.0,0.0,0.0,24.95,7.24,0.0
20230103:2230,0.0,0.0,0.0,0.0,24.88,6.14,0.0
20230103:2330,4.95,14.87,0.0,4.3,24.87,6.0,0.0
20230104:0030,29.05,98.2,0.0,17.96,24.8,5.38,0.0
20230104:0130,73.85,161.7,0.0,31.43,24.9,5.24,0.0
20230104:0230,106.45,258.6,0.0,44.32,25.16,5.38,0.0
20230104:0330,95.75,310.7,0.0,55.84,25.67,5.86,0.0
20230104:0430,84.8,351.05,0.0,64.07,26.33,5.52,0.0
20230104:0530,212.75,357.05,0.0,65.4,26.9,5.86,0.0
20230104:0630,438.45,233.7,0.0,58.93,27.19,5.31,0.0
20230104:0730,390.7,183.55,0.0,48.15,27.22,5.72,0.0
20230104:0830,181.5,168.5,0.0,35.58,27.05,5.1,0.0
20230104:0930,139.45,89.55,0.0,22.24,27.16,4.69,0.0
20230104:1030,36.55,44.85,0.0,8.56,26.9,4.07,0.0
20230104:1130,0.0,0.0,0.0,-5.26,26.35,4.21,0.0
20230104:1230,0.0,0.0,0.0,0.0,26.22,4.76,0.0
20230104:1330,0.0,0.0,0.0,0.0,26.08,5.24,0.0
20230104:1430,0.0,0.0,0.0,0.0,25.97,5.52,0.0
20230104:1530,0.0,0.0,0.0,0.0,25.87,5.66,0.0
20230104:1630,0.0,0.0,0.0,0.0,25.7,5.66,0.0
20230104:1730,0.0,0.0,0.0,0.0,25.49,5.93,0.0
20230104:1830,0.0,0.0,0.0,0.0,25.41,5.93,0.0
20230104:1930,0.0,0.0,0.0,0.0,25.33,5.79,0.0
20230104:2030,0.0,0.0,0.0,0.0,25.3,5.86,0.0
20230104:2130,0.0,0.0,0.0,0.0,25.25,5.31,0.0
20230104:2230,0.0,0.0,0.0,0.0,25.5,4.28,0.0
20230104:2330,13.45,22.41,0.0,4.21,25.46,4.07,0.0
20230105:0030,89.55,105.15,0.0,17.87,25.48,3.45,0.0
20230105:0130,133.7,188.35,0.0,31.37,25.65,3.17,0.0
20230105:0230,103.75,301.45,0.0,44.27,25.95,3.38,0.0
20230105:0330,178.15,318.7,0.0,55.84,26.3,3.38,0.0
20230105:0430,321.25,352.1,0.0,64.13,26.74,2.69,0.0
20230105:0530,377.95,349.35,0.0,65.53,27.14,2.62,0.0
20230105:0630,391.45,261.55,0.0,59.08,27.38,2.62,0.0
20230105:0730,342.85,243.15,0.0,48.29,27.49,2.41,0.0
20230105:0830,182.35,183.6,0.0,35.71,27.32,2.28,0.0
20230105:0930,50.4,148.55,0.0,22.36,26.98,2.48,0.0
20230105:1030,4.75,41.35,0.0,8.67,26.54,1.52,0.0
20230105:1130,0.0,0.0,0.0,-5.16,26.73,2.83,0.0
20230105:1230,0.0,0.0,0.0,0.0,26.91,2.21,0.0
20230105:1330,0.0,0.0,0.0,0.0,27.02,2.97,0.0
20230105:1430,0.0,0.0,0.0,0.0,27.02,2.76,0.0
20230105:1530,0.0,0.0,0.0,0.0,26.92,2.62,0.0
20230105:1630,0.0,0.0,0.0,0.0,26.74,2.97,0.0
20230105:1730,0.0,0.0,0.0,0.0,26.54,3.31,0.0
20230105:1830,0.0,0.0,0.0,0.0,26.34,3.59,0.0
20230105:1930,0.0,0.0,0.0,0.0,26.16,3.86,0.0
20230105:2030,0.0,0.0,0.0,0.0,26.04,4.21,0.0
20230105:2130,0.0,0.0,0.0,0.0,25.96,4.41,0.0
20230105:2230,0.0,0.0,0.0,0.0,25.94,3.59,0.0
20230105:2330,4.9,22.27,0.0,4.12,25.93,3.31,0.0
20230106:0030,36.0,97.35,0.0,17.8,25.9,2.55,0.0
20230106:0130,119.4,199.2,0.0,31.31,26.03,2.21,0.0
20230106:0230,312.0,227.6,0.0,44.24,26.34,2.69,0.0
20230106:0330,454.5,259.3,0.0,55.84,26.71,3.24,0.0
20230106:0430,575.15,236.35,0.0,64.19,27.07,4.14,0.0
20230106:0530,593.05,171.1,0.0,65.66,27.29,4.34,0.0
20230106:0630,685.71,140.45,0.0,59.23,27.32,4.55,0.0
20230106:0730,559.96,126.35,0.0,48.44,27.49,4.55,0.0
20230106:0830,327.85,125.95,0.0,35.84,27.37,4.07,0.0
20230106:0930,177.05,81.2,0.0,22.48,27.2,2.97,0.0
20230106:1030,39.75,45.9,0.0,8.78,27.56,0.97,0.0
20230106:1130,0.0,0.0,0.0,-5.07,27.22,1.93,0.0
20230106:1230,0.0,0.0,0.0,0.0,27.1,2.76,0.0
20230106:1330,0.0,0.0,0.0,0.0,26.92,3.17,0.0
20230106:1430,0.0,0.0,0.0,0.0,26.72,4.21,0.0
20230106:1530,0.0,0.0,0.0,0.0,26.52,4.62,0.0
20230106:1630,0.0,0.0,0.0,0.0,26.35,4.62,0.0
20230106:1730,0.0,0.0,0.0,0.0,26.08,4.14,0.0
20230106:1830,0.0,0.0,0.0,0.0,25.89,4.41,0.0
20230106:1930,0.0,0.0,0.0,0.0,25.75,4.69,0.0
20230106:2030,0.0,0.0,0.0,0.0,25.63,4.83,0.0
20230106:2130,0.0,0.0,0.0,0.0,25.54,4.83,0.0
20230106:2230,0.0,0.0,0.0,0.0,25.43,4.69,0.0
20230106:2330,11.5,21.88,0.0,4.02,25.6,4.69,0.0
20230107:0030,41.5,112.9,0.0,17.72,25.67,4.21,0.0
20230107:0130,108.55,207.55,0.0,31.25,25.83,3.93,0.0
20230107:0230,65.2,266.75,0.0,44.2,26.08,3.72,0.0
20230107:0330,48.1,273.15,0.0,55.85,26.31,3.24,0.0
20230107:0430,4.85,273.9,0.0,64.27,26.49,2.9,0.0
20230107:0530,3.95,275.05,0.0,65.8,26.67,3.17,0.0
20230107:0630,343.6,327.55,0.0,59.39,26.74,3.66,0.0
20230107:0730,313.5,228.45,0.0,48.58,26.93,4.0,0.0
20230107:0830,145.9,236.45,0.0,35.98,26.72,4.14,0.0
20230107:0930,86.35,133.2,0.0,22.6,26.81,3.79,0.0
20230107:1030,18.25,48.85,0.0,8.88,27.63,1.45,0.0
20230107:1130,0.0,0.0,0.0,-4.97,27.63,1.45,0.0
20230107:1230,0.0,0.0,0.0,0.0,27.49,2.62,0.0
20230107:1330,0.0,0.0,0.0,0.0,27.31,2.9,0.0
20230107:1430,0.0,0.0,0.0,0.0,26.98,4.14,0.0
20230107:1530,0.0,0.0,0.0,0.0,26.61,4.28,0.0
20230107:1630,0.0,0.0,0.0,0.0,25.84,3.66,0.0
20230107:1730,0.0,0.0,0.0,0.0,25.71,3.52,0.0
20230107:1830,0.0,0.0,0.0,0.0,25.67,3.31,0.0
20230107:1930,0.0,0.0,0.0,0.0,25.4,3.45,0.0
20230107:2030,0.0,0.0,0.0,0.0,25.11,3.59,0.0
20230107:2130,0.0,0.0,0.0,0.0,25.33,3.52,0.0
20230107:2230,0.0,0.0,0.0,0.0,25.24,2.76,0.0
20230107:2330,7.2,21.01,0.0,3.93,25.45,1.86,0.0
20230108:0030,105.2,89.65,0.0,17.65,25.55,1.17,0.0
20230108:0130,261.85,122.0,0.0,31.2,25.89,1.03,0.0
20230108:0230,248.15,201.7,0.0,44.18,26.09,1.31,0.0
20230108:0330,366.8,241.7,0.0,55.86,26.34,2.34,0.0
20230108:0430,587.1,183.85,0.0,64.35,26.61,3.1,0.0
20230108:0530,666.11,197.8,0.0,65.95,26.95,3.52,0.0
20230108:0630,572.75,169.6,0.0,59.55,27.19,3.72,0.0
20230108:0730,530.85,123.35,0.0,48.73,27.34,3.86,0.0
20230108:0830,272.8,137.55,0.0,36.11,27.36,4.34,0.0
20230108:0930,171.2,91.1,0.0,22.72,27.37,4.9,0.0
20230108:1030,50.8,46.95,0.0,8.99,27.94,3.52,0.0
20230108:1130,0.0,0.0,0.0,-4.88,27.87,3.1,0.0
20230108:1230,0.0,0.0,0.0,0.0,27.8,2.34,0.0
20230108:1330,0.0,0.0,0.0,0.0,27.6,2.41,0.0
20230108:1430,0.0,0.0,0.0,0.0,27.3,2.9,0.0
20230108:1530,0.0,0.0,0.0,0.0,26.84,3.31,0.0
20230108:1630,0.0,0.0,0.0,0.0,26.43,4.0,0.0
20230108:1730,0.0,0.0,0.0,0.0,26.06,3.93,0.0
20230108:1830,0.0,0.0,0.0,0.0,25.75,3.93,0.0
20230108:1930,0.0,0.0,0.0,0.0,25.51,3.86,0.0
20230108:2030,0.0,0.0,0.0,0.0,25.33,3.52,0.0
20230108:2130,0.0,0.0,0.0,0.0,25.26,3.45,0.0
20230108:2230,0.0,0.0,0.0,0.0,25.25,2.76,0.0
20230108:2330,4.0,24.42,0.0,3.85,25.32,1.79,0.0
20230109:0030,45.65,104.95,0.0,17.58,25.29,1.66,0.0
20230109:0130,83.05,202.55,0.0,31.14,25.5,1.59,0.0
20230109:0230,137.6,280.65,0.0,44.15,25.81,0.48,0.0
20230109:0330,219.1,343.6,0.0,55.88,26.16,0.28,0.0
20230109:0430,245.6,372.25,0.0,64.43,26.53,0.28,0.0
20230109:0530,344.6,316.75,0.0,66.1,26.74,0.97,0.0
20230109:0630,533.35,195.95,0.0,59.72,27.0,1.79,0.0
20230109:0730,479.65,170.95,0.0,48.88,27.11,2.69,0.0
20230109:0830,302.35,151.45,0.0,36.24,27.36,2.69,0.0
20230109:0930,95.2,111.2,0.0,22.84,27.34,1.72,0.0
20230109:1030,18.15,47.9,0.0,9.1,27.51,2.55,0.0
20230109:1130,0.0,0.0,0.0,-4.78,27.42,2.83,0.0
20230109:1230,0.0,0.0,0.0,0.0,26.86,2.9,0.0
20230109:1330,0.0,0.0,0.0,0.0,26.63,2.28,0.0
20230109:1430,0.0,0.0,0.0,0.0,26.48,2.9,0.0
20230109:1530,0.0,0.0,0.0,0.0,26.26,3.59,0.0
20230109:1630,0.0,0.0,0.0,0.0,26.04,3.52,0.0
20230109:1730,0.0,0.0,0.0,0.0,25.86,3.52,0.0
20230109:1830,0.0,0.0,0.0,0.0,25.76,3.59,0.0
20230109:1930,0.0,0.0,0.0,0.0,25.61,3.45,0.0
20230109:2030,0.0,0.0,0.0,0.0,25.5,3.1,0.0
20230109:2130,0.0,0.0,0.0,0.0,25.39,2.83,0.0
20230109:2230,0.0,0.0,0.0,0.0,25.33,2.55,0.0
20230109:2330,1.6,23.54,0.0,3.76,25.4,2.55,0.0
20230110:0030,60.35,112.2,0.0,17.51,25.49,2.21,0.0
20230110:0130,154.9,177.2,0.0,31.09,25.57,1.79,0.0
20230110:0230,328.55,226.75,0.0,44.13,25.77,0.69,0.0
20230110:0330,336.4,283.05,0.0,55.9,26.05,1.45,0.0
20230110:0430,383.65,270.1,0.0,64.53,26.31,2.21,0.0
20230110:0530,354.0,280.25,0.0,66.26,26.56,1.86,0.0
20230110:0630,271.6,263.75,0.0,59.89,26.52,2.28,0.0
20230110:0730,412.7,159.2,0.0,49.03,26.79,2.48,0.0
20230110:0830,252.35,163.75,0.0,36.38,26.88,1.45,0.0
20230110:0930,192.45,84.45,0.0,22.96,26.93,1.52,0.0
20230110:1030,61.95,37.8,0.0,9.2,26.92,1.86,0.0
20230110:1130,0.0,0.0,0.0,-4.69,27.08,1.38,0.0
20230110:1230,0.0,0.0,0.0,0.0,27.08,1.59,0.0
20230110:1330,0.0,0.0,0.0,0.0,27.06,1.1,0.0
20230110:1430,0.0,0.0,0.0,0.0,26.97,1.31,0.0
20230110:1530,0.0,0.0,0.0,0.0,26.86,1.72,0.0
20230110:1630,0.0,0.0,0.0,0.0,26.6,1.86,0.0
20230110:1730,0.0,0.0,0.0,0.0,26.36,1.59,0.0
20230110:1830,0.0,0.0,0.0,0.0,26.01,1.79,0.0
20230110:1930,0.0,0.0,0.0,0.0,25.75,1.24,0.0
20230110:2030,0.0,0.0,0.0,0.0,25.5,1.1,0.0
20230110:2130,0.0,0.0,0.0,0.0,25.65,1.31,0.0
20230110:2230,0.0,0.0,0.0,0.0,25.8,2.14,0.0
20230110:2330,0.1,12.04,0.0,3.67,25.75,1.38,0.0
20230111:0030,28.3,90.55,0.0,17.44,25.59,0.76,0.0
20230111:0130,51.45,180.6,0.0,31.05,25.15,0.34,0.0
20230111:0230,194.4,229.1,0.0,44.11,25.43,1.72,0.0
20230111:0330,307.05,267.1,0.0,55.93,25.63,3.52,0.0
20230111:0430,358.85,326.95,0.0,64.63,25.67,4.28,0.0
20230111:0530,284.85,392.05,0.0,66.43,25.81,3.24,0.0
20230111:0630,128.95,317.5,0.0,60.06,26.15,1.86,0.0
20230111:0730,110.05,305.2,0.0,49.19,26.3,1.59,0.0
20230111:0830,106.05,240.5,0.0,36.51,26.36,0.83,0.0
20230111:0930,29.7,141.7,0.0,23.08,26.36,1.38,0.0
20230111:1030,5.85,46.6,0.0,9.3,26.2,1.93,0.0
20230111:1130,0.0,0.0,0.0,-4.6,26.36,0.69,0.0
20230111:1230,0.0,0.0,0.0,0.0,26.43,0.07,0.0
20230111:1330,0.0,0.0,0.0,0.0,26.42,0.69,0.0
20230111:1430,0.0,0.0,0.0,0.0,26.54,0.9,0.0
20230111:1530,0.0,0.0,0.0,0.0,26.5,0.83,0.0
20230111:1630,0.0,0.0,0.0,0.0,26.4,1.03,0.0
20230111:1730,0.0,0.0,0.0,0.0,26.24,1.72,0.0
20230111:1830,0.0,0.0,0.0,0.0,26.0,1.93,0.0
20230111:1930,0.0,0.0,0.0,0.0,25.64,2.14,0.0
20230111:2030,0.0,0.0,0.0,0.0,25.48,1.93,0.0
20230111:2130,0.0,0.0,0.0,0.0,25.38,1.59,0.0
20230111:2230,0.0,0.0,0.0,0.0,25.53,2.07,0.0
20230111:2330,17.6,16.66,0.0,3.59,25.45,1.72,0.0
20230112:0030,128.2,88.25,0.0,17.38,25.43,1.86,0.0
20230112:0130,305.25,132.0,0.0,31.01,25.61,1.93,0.0
20230112:0230,374.65,194.65,0.0,44.1,25.89,2.28,0.0
20230112:0330,419.4,280.95,0.0,55.96,26.27,2.21,0.0
20230112:0430,534.0,264.05,0.0,64.73,26.6,1.86,0.0
20230112:0530,574.2,260.55,0.0,66.6,26.88,1.45,0.0
20230112:0630,216.75,387.95,0.0,60.24,27.04,1.59,0.0
20230112:0730,241.75,292.15,0.0,49.35,27.2,2.14,0.0
20230112:0830,276.55,145.1,0.0,36.65,27.0,2.97,0.0
20230112:0930,134.05,104.25,0.0,23.2,27.17,2.34,0.0
20230112:1030,40.7,43.25,0.0,9.41,27.31,2.76,0.0
20230112:1130,0.0,0.0,0.0,-4.52,27.18,2.97,0.0
20230112:1230,0.0,0.0,0.0,0.0,26.97,3.52,0.0
20230112:1330,0.0,0.0,0.0,0.0,26.72,2.97,0.0
20230112:1430,0.0,0.0,0.0,0.0,26.58,2.48,0.0
20230112:1530,0.0,0.0,0.0,0.0,26.6,2.28,0.0
20230112:1630,0.0,0.0,0.0,0.0,26.55,2.14,0.0
20230112:1730,0.0,0.0,0.0,0.0,26.4,2.41,0.0
20230112:1830,0.0,0.0,0.0,0.0,26.19,2.76,0.0
20230112:1930,0.0,0.0,0.0,0.0,26.04,3.31,0.0
20230112:2030,0.0,0.0,0.0,0.0,25.79,3.45,0.0
20230112:2130,0.0,0.0,0.0,0.0,25.77,3.24,0.0
20230112:2230,0.0,0.0,0.0,0.0,25.76,2.83,0.0
20230112:2330,10.1,21.42,0.0,3.51,25.7,2.28,0.0
20230113:0030,98.45,84.3,0.0,17.32,25.7,2.28,0.0
20230113:0130,214.1,141.4,0.0,30.97,25.86,2.48,0.0
20230113:0230,331.95,184.85,0.0,44.09,26.1,2.41,0.0
20230113:0330,389.65,236.55,0.0,56.0,26.35,2.48,0.0
20230113:0430,486.6,250.85,0.0,64.85,26.69,2.69,0.0
20230113:0530,519.25,251.4,0.0,66.78,26.92,1.93,0.0
20230113:0630,499.5,238.5,0.0,60.42,27.05,1.66,0.0
20230113:0730,429.85,186.75,0.0,49.51,27.08,1.72,0.0
20230113:0830,306.85,170.0,0.0,36.79,26.58,2.07,0.0
20230113:0930,134.75,119.6,0.0,23.32,26.85,2.34,0.0
20230113:1030,35.95,45.1,0.0,9.51,27.22,1.79,0.0
20230113:1130,0.0,0.0,0.0,-4.43,26.77,2.21,0.0
20230113:1230,0.0,0.0,0.0,0.0,26.63,2.55,0.0
20230113:1330,0.0,0.0,0.0,0.0,26.6,2.0,0.0
20230113:1430,0.0,0.0,0.0,0.0,26.55,1.66,0.0
20230113:1530,0.0,0.0,0.0,0.0,26.46,1.86,0.0
20230113:1630,0.0,0.0,0.0,0.0,26.32,1.66,0.0
20230113:1730,0.0,0.0,0.0,0.0,26.16,1.79,0.0
20230113:1830,0.0,0.0,0.0,0.0,25.98,2.0,0.0
20230113:1930,0.0,0.0,0.0,0.0,25.82,2.07,0.0
20230113:2030,0.0,0.0,0.0,0.0,25.62,2.0,0.0
20230113:2130,0.0,0.0,0.0,0.0,25.48,1.59,0.0
20230113:2230,0.0,0.0,0.0,0.0,25.87,2.28,0.0
20230113:2330,16.85,17.1,0.0,3.43,25.77,1.79,0.0
20230114:0030,144.6,77.15,0.0,17.26,25.83,1.24,0.0
20230114:0130,224.6,162.25,0.0,30.93,25.93,1.45,0.0
20230114:0230,425.8,184.45,0.0,44.08,26.01,0.9,0.0
20230114:0330,519.15,226.65,0.0,56.04,26.28,1.03,0.0
20230114:0430,470.0,294.55,0.0,64.96,26.69,0.83,0.0
20230114:0530,448.85,289.85,0.0,66.97,26.86,0.76,0.0
20230114:0630,434.95,292.45,0.0,60.61,26.79,1.1,0.0
20230114:0730,353.0,236.0,0.0,49.67,27.0,1.86,0.0
20230114:0830,294.2,179.75,0.0,36.92,26.97,2.07,0.0
20230114:0930,123.55,118.3,0.0,23.43,27.16,0.9,0.0
20230114:1030,31.7,52.65,0.0,9.61,27.49,3.17,0.0
20230114:1130,0.0,0.0,0.0,-4.34,27.41,4.41,0.0
20230114:1230,0.0,0.0,0.0,0.0,27.35,3.72,0.0
20230114:1330,0.0,0.0,0.0,0.0,27.26,3.66,0.0
20230114:1430,0.0,0.0,0.0,0.0,27.15,3.45,0.0
20230114:1530,0.0,0.0,0.0,0.0,27.02,3.66,0.0
20230114:1630,0.0,0.0,0.0,0.0,26.86,3.93,0.0
20230114:1730,0.0,0.0,0.0,0.0,26.68,3.31,0.0
20230114:1830,0.0,0.0,0.0,0.0,26.28,2.9,0.0
20230114:1930,0.0,0.0,0.0,0.0,25.61,3.24,0.0
20230114:2030,0.0,0.0,0.0,0.0,25.79,3.38,0.0
20230114:2130,0.0,0.0,0.0,0.0,25.75,4.62,0.0
20230114:2230,0.0,0.0,0.0,0.0,26.12,2.07,0.0
20230114:2330,9.9,17.47,0.0,3.36,26.3,2.14,0.0
20230115:0030,46.05,111.45,0.0,17.2,26.37,2.34,0.0
20230115:0130,213.2,153.9,0.0,30.9,26.52,3.79,0.0
20230115:0230,384.95,169.95,0.0,44.08,26.68,4.55,0.0
20230115:0330,510.8,210.25,0.0,56.09,26.8,3.72,0.0
20230115:0430,579.75,241.7,0.0,65.09,26.88,3.45,0.0
20230115:0530,503.4,287.55,0.0,67.16,27.0,3.31,0.0
20230115:0630,109.95,403.1,0.0,60.8,27.03,3.59,0.0
20230115:0730,215.05,316.8,0.0,49.83,27.19,3.86,0.0
20230115:0830,257.65,194.3,0.0,37.06,27.19,3.86,0.0
20230115:0930,153.75,111.75,0.0,23.55,27.32,4.41,0.0
20230115:1030,37.4,37.35,0.0,9.71,28.04,2.62,0.0
20230115:1130,0.0,0.0,0.0,-4.26,27.73,3.17,0.0
20230115:1230,0.0,0.0,0.0,0.0,27.35,3.31,0.0
20230115:1330,0.0,0.0,0.0,0.0,27.08,2.41,0.0
20230115:1430,0.0,0.0,0.0,0.0,26.65,2.21,0.0
20230115:1530,0.0,0.0,0.0,0.0,25.98,1.93,0.0
20230115:1630,0.0,0.0,0.0,0.0,26.18,2.28,0.0
20230115:1730,0.0,0.0,0.0,0.0,26.21,2.9,0.0
20230115:1830,0.0,0.0,0.0,0.0,26.16,3.59,0.0
20230115:1930,0.0,0.0,0.0,0.0,25.79,4.21,0.0
20230115:2030,0.0,0.0,0.0,0.0,25.7,4.28,0.0
20230115:2130,0.0,0.0,0.0,0.0,25.65,4.0,0.0
20230115:2230,0.0,0.0,0.0,0.0,24.95,3.93,0.0
20230115:2330,12.55,15.16,0.0,3.28,24.95,2.34,0.0
20230116:0030,110.35,82.05,0.0,17.15,25.03,2.41,0.0
20230116:0130,296.5,106.75,0.0,30.87,25.5,2.14,0.0
20230116:0230,283.9,215.3,0.0,44.09,25.91,2.48,0.0
20230116:0330,378.85,229.95,0.0,56.14,26.38,2.69,0.0
20230116:0430,516.1,263.25,0.0,65.22,26.9,2.07,0.0
20230116:0530,524.8,191.0,0.0,67.36,27.53,1.66,0.0
20230116:0630,543.35,202.25,0.0,60.99,28.09,1.72,0.0
20230116:0730,344.7,190.1,0.0,49.99,27.3,2.41,0.0
20230116:0830,392.8,128.25,0.0,37.2,26.96,3.52,0.0
20230116:0930,246.85,82.2,0.0,23.67,27.13,3.79,0.0
20230116:1030,70.85,39.1,0.0,9.81,27.54,4.76,0.0
20230116:1130,0.0,0.0,0.0,-4.18,27.76,4.48,0.0
20230116:1230,0.0,0.0,0.0,0.0,27.67,4.48,0.0
20230116:1330,0.0,0.0,0.0,0.0,27.51,4.34,0.0
20230116:1430,0.0,0.0,0.0,0.0,27.25,4.41,0.0
20230116:1530,0.0,0.0,0.0,0.0,27.08,4.55,0.0
20230116:1630,0.0,0.0,0.0,0.0,26.77,4.48,0.0
20230116:1730,0.0,0.0,0.0,0.0,26.5,4.34,0.0
20230116:1830,0.0,0.0,0.0,0.0,26.25,4.34,0.0
20230116:1930,0.0,0.0,0.0,0.0,26.06,4.28,0.0
20230116:2030,0.0,0.0,0.0,0.0,25.91,4.41,0.0
20230116:2130,0.0,0.0,0.0,0.0,25.81,4.9,0.0
20230116:2230,0.0,0.0,0.0,0.0,26.02,5.31,0.0
20230116:2330,15.85,13.31,0.0,3.21,26.01,5.93,0.0
20230117:0030,88.95,78.15,0.0,17.1,26.05,5.66,0.0
20230117:0130,297.15,126.15,0.0,30.84,26.18,5.31,0.0
20230117:0230,411.95,198.4,0.0,44.09,26.61,5.24,0.0
20230117:0330,578.75,171.6,0.0,56.2,27.27,5.03,0.0
20230117:0430,566.15,224.3,0.0,65.35,27.9,4.69,0.0
20230117:0530,625.9,218.0,0.0,67.57,28.48,4.28,0.0
20230117:0630,640.05,172.15,0.0,61.19,28.86,4.0,0.0
20230117:0730,558.75,129.8,0.0,50.15,28.88,3.59,0.0
20230117:0830,414.75,113.1,0.0,37.33,28.58,3.45,0.0
20230117:0930,212.45,88.2,0.0,23.78,28.21,3.66,0.0
20230117:1030,55.6,46.95,0.0,9.9,28.31,4.14,0.0
