Latitude (decimal degrees):	60.500
Longitude (decimal degrees):	9.100
Elevation (m):	900
Radiation database:	PVGIS-ERA5


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230101:0030,0.0,0.0,0.0,0.0,-10.7,1.52,0.0
20230101:0130,0.0,0.0,0.0,0.0,-11.21,1.59,0.0
20230101:0230,0.0,0.0,0.0,0.0,-11.62,1.59,0.0
20230101:0330,0.0,0.0,0.0,0.0,-12.03,1.59,0.0
20230101:0430,0.0,0.0,0.0,0.0,-12.42,1.52,0.0
20230101:0530,0.0,0.0,0.0,0.0,-12.74,1.45,0.0
20230101:0630,0.0,0.0,0.0,0.0,-13.13,1.38,0.0
20230101:0730,0.0,0.0,0.0,0.0,-13.2,1.38,0.0
20230101:0830,0.0,0.0,0.0,-0.89,-13.38,1.31,0.0
20230101:0930,0.0,19.95,0.0,3.17,-13.3,1.17,0.0
20230101:1030,41.11,23.95,0.0,5.69,-12.5,1.03,0.0
20230101:1130,45.16,41.05,0.0,6.49,-11.97,1.03,0.0
20230101:1230,28.55,30.91,0.0,5.51,-11.81,0.97,0.0
20230101:1330,4.65,20.67,0.0,2.83,-12.3,0.97,0.0
20230101:1430,0.0,0.0,0.0,-1.37,-13.11,0.97,0.0
20230101:1530,0.0,0.0,0.0,0.0,-13.95,0.97,0.0
20230101:1630,0.0,0.0,0.0,0.0,-14.12,0.97,0.0
20230101:1730,0.0,0.0,0.0,0.0,-14.02,0.9,0.0
20230101:1830,0.0,0.0,0.0,0.0,-13.5,0.83,0.0
20230101:1930,0.0,0.0,0.0,0.0,-14.83,0.97,0.0
20230101:2030,0.0,0.0,0.0,0.0,-14.62,0.97,0.0
20230101:2130,0.0,0.0,0.0,0.0,-14.26,0.9,0.0
20230101:2230,0.0,0.0,0.0,0.0,-14.19,0.97,0.0
20230101:2330,0.0,0.0,0.0,0.0,-13.83,0.83,0.0
20230102:0030,0.0,0.0,0.0,0.0,-13.65,0.83,0.0
20230102:0130,0.0,0.0,0.0,0.0,-14.53,1.17,0.0
20230102:0230,0.0,0.0,0.0,0.0,-14.03,1.03,0.0
20230102:0330,0.0,0.0,0.0,0.0,-14.58,1.17,0.0
20230102:0430,0.0,0.0,0.0,0.0,-14.18,1.1,0.0
20230102:0530,0.0,0.0,0.0,0.0,-13.32,0.97,0.0
20230102:0630,0.0,0.0,0.0,0.0,-13.32,1.03,0.0
20230102:0730,0.0,0.0,0.0,0.0,-15.26,1.1,0.0
20230102:0830,0.0,0.0,0.0,-0.85,-15.23,1.03,0.0
20230102:0930,0.0,21.7,0.0,3.23,-15.74,1.1,0.0
20230102:1030,13.55,46.2,0.0,5.76,-15.15,1.1,0.0
20230102:1130,10.75,55.55,0.0,6.58,-15.06,1.1,0.0
20230102:1230,9.15,41.51,0.0,5.61,-14.85,1.1,0.0
20230102:1330,3.9,20.67,0.0,2.94,-15.0,1.17,0.0
20230102:1430,0.0,0.0,0.0,-1.25,-15.32,1.31,0.0
20230102:1530,0.0,0.0,0.0,0.0,-15.74,1.38,0.0
20230102:1630,0.0,0.0,0.0,0.0,-15.92,1.38,0.0
20230102:1730,0.0,0.0,0.0,0.0,-16.09,1.45,0.0
20230102:1830,0.0,0.0,0.0,0.0,-16.09,1.38,0.0
20230102:1930,0.0,0.0,0.0,0.0,-15.73,1.38,0.0
20230102:2030,0.0,0.0,0.0,0.0,-15.87,1.52,0.0
20230102:2130,0.0,0.0,0.0,0.0,-16.41,1.59,0.0
20230102:2230,0.0,0.0,0.0,0.0,-16.82,1.66,0.0
20230102:2330,0.0,0.0,0.0,0.0,-16.93,1.59,0.0
20230103:0030,0.0,0.0,0.0,0.0,-17.11,1.66,0.0
20230103:0130,0.0,0.0,0.0,0.0,-17.66,1.66,0.0
20230103:0230,0.0,0.0,0.0,0.0,-17.87,1.59,0.0
20230103:0330,0.0,0.0,0.0,0.0,-18.25,1.59,0.0
20230103:0430,0.0,0.0,0.0,0.0,-18.68,1.52,0.0
20230103:0530,0.0,0.0,0.0,0.0,-18.98,1.52,0.0
20230103:0630,0.0,0.0,0.0,0.0,-19.18,1.45,0.0
20230103:0730,0.0,0.0,0.0,0.0,-19.2,1.38,0.0
20230103:0830,0.0,0.0,0.0,-0.79,-19.32,1.38,0.0
20230103:0930,0.0,18.6,0.0,3.29,-19.3,1.31,0.0
20230103:1030,50.91,30.4,0.0,5.84,-18.0,1.17,0.0
20230103:1130,59.71,34.1,0.0,6.67,-16.72,1.1,0.0
20230103:1230,46.11,20.98,0.0,5.72,-16.58,1.1,0.0
20230103:1330,19.46,12.75,0.0,3.05,-17.44,1.17,0.0
20230103:1430,0.0,0.0,0.0,-1.13,-18.91,1.24,0.0
20230103:1530,0.0,0.0,0.0,0.0,-19.09,1.17,0.0
20230103:1630,0.0,0.0,0.0,0.0,-19.05,1.17,0.0
20230103:1730,0.0,0.0,0.0,0.0,-18.97,1.1,0.0
20230103:1830,0.0,0.0,0.0,0.0,-18.85,1.03,0.0
20230103:1930,0.0,0.0,0.0,0.0,-17.41,0.76,0.0
20230103:2030,0.0,0.0,0.0,0.0,-17.13,0.76,0.0
20230103:2130,0.0,0.0,0.0,0.0,-17.05,0.83,0.0
20230103:2230,0.0,0.0,0.0,0.0,-15.61,0.48,0.0
20230103:2330,0.0,0.0,0.0,0.0,-14.97,0.28,0.0
20230104:0030,0.0,0.0,0.0,0.0,-14.72,0.21,0.0
20230104:0130,0.0,0.0,0.0,0.0,-14.28,0.48,0.0
20230104:0230,0.0,0.0,0.0,0.0,-14.33,0.69,0.0
20230104:0330,0.0,0.0,0.0,0.0,-14.99,0.83,0.0
20230104:0430,0.0,0.0,0.0,0.0,-14.89,0.9,0.0
20230104:0530,0.0,0.0,0.0,0.0,-14.95,0.97,0.0
20230104:0630,0.0,0.0,0.0,0.0,-15.05,1.03,0.0
20230104:0730,0.0,0.0,0.0,0.0,-14.72,1.03,0.0
20230104:0830,0.0,0.0,0.0,-0.73,-14.54,1.1,0.0
20230104:0930,0.0,6.15,0.0,3.36,-14.62,1.17,0.0
20230104:1030,0.0,10.8,0.0,5.93,-14.39,1.17,0.0
20230104:1130,0.0,9.3,0.0,6.77,-14.13,1.24,0.0
20230104:1230,0.0,9.9,0.0,5.83,-14.0,1.24,0.0
20230104:1330,0.0,5.5,0.0,3.18,-13.9,1.24,0.0
20230104:1430,0.0,0.0,0.0,-1.0,-13.73,1.31,0.0
20230104:1530,0.0,0.0,0.0,0.0,-13.68,1.31,0.0
20230104:1630,0.0,0.0,0.0,0.0,-13.66,1.31,0.0
20230104:1730,0.0,0.0,0.0,0.0,-13.57,1.38,0.0
20230104:1830,0.0,0.0,0.0,0.0,-13.42,1.38,0.0
20230104:1930,0.0,0.0,0.0,0.0,-12.64,1.31,0.0
20230104:2030,0.0,0.0,0.0,0.0,-12.59,1.31,0.0
20230104:2130,0.0,0.0,0.0,0.0,-12.51,1.38,0.0
20230104:2230,0.0,0.0,0.0,0.0,-12.37,1.45,0.0
20230104:2330,0.0,0.0,0.0,0.0,-12.26,1.45,0.0
20230105:0030,0.0,0.0,0.0,0.0,-12.03,1.45,0.0
20230105:0130,0.0,0.0,0.0,0.0,-11.96,1.45,0.0
20230105:0230,0.0,0.0,0.0,0.0,-11.87,1.31,0.0
20230105:0330,0.0,0.0,0.0,0.0,-11.81,1.31,0.0
20230105:0430,0.0,0.0,0.0,0.0,-11.8,1.24,0.0
20230105:0530,0.0,0.0,0.0,0.0,-11.86,1.17,0.0
20230105:0630,0.0,0.0,0.0,0.0,-11.75,1.03,0.0
20230105:0730,0.0,0.0,0.0,0.0,-11.12,0.76,0.0
20230105:0830,0.0,0.0,0.0,-0.67,-10.8,0.62,0.0
20230105:0930,0.0,15.85,0.0,3.45,-10.66,0.62,0.0
20230105:1030,0.0,29.3,0.0,6.02,-10.21,0.55,0.0
20230105:1130,0.0,27.9,0.0,6.88,-9.81,0.48,0.0
20230105:1230,0.65,34.15,0.0,5.95,-10.04,0.55,0.0
20230105:1330,0.15,18.32,0.0,3.31,-10.19,0.69,0.0
20230105:1430,0.0,0.0,0.0,-0.86,-10.27,0.62,0.0
20230105:1530,0.0,0.0,0.0,0.0,-10.97,0.83,0.0
20230105:1630,0.0,0.0,0.0,0.0,-11.34,1.03,0.0
20230105:1730,0.0,0.0,0.0,0.0,-11.36,1.1,0.0
20230105:1830,0.0,0.0,0.0,0.0,-11.29,1.17,0.0
20230105:1930,0.0,0.0,0.0,0.0,-10.58,1.38,0.0
20230105:2030,0.0,0.0,0.0,0.0,-10.14,1.72,0.0
20230105:2130,0.0,0.0,0.0,0.0,-9.95,1.79,0.0
20230105:2230,0.0,0.0,0.0,0.0,-9.89,1.86,0.0
20230105:2330,0.0,0.0,0.0,0.0,-9.93,2.0,0.0
20230106:0030,0.0,0.0,0.0,0.0,-10.04,2.07,0.0
20230106:0130,0.0,0.0,0.0,0.0,-10.08,1.93,0.0
20230106:0230,0.0,0.0,0.0,0.0,-10.14,1.93,0.0
20230106:0330,0.0,0.0,0.0,0.0,-10.2,2.0,0.0
20230106:0430,0.0,0.0,0.0,0.0,-10.21,2.0,0.0
20230106:0530,0.0,0.0,0.0,0.0,-10.2,2.0,0.0
20230106:0630,0.0,0.0,0.0,0.0,-10.18,1.93,0.0
20230106:0730,0.0,0.0,0.0,0.0,-9.88,2.0,0.0
20230106:0830,0.0,0.0,0.0,-0.59,-9.77,1.86,0.0
20230106:0930,0.0,5.95,0.0,3.53,-9.7,1.72,0.0
20230106:1030,0.0,11.8,0.0,6.13,-9.56,1.66,0.0
20230106:1130,0.0,14.95,0.0,7.0,-9.4,1.59,0.0
20230106:1230,0.0,17.15,0.0,6.08,-9.22,1.52,0.0
20230106:1330,0.0,7.95,0.0,3.44,-9.13,1.52,0.0
20230106:1430,0.0,0.0,0.0,-0.72,-9.11,1.59,0.0
20230106:1530,0.0,0.0,0.0,0.0,-9.17,1.52,0.0
20230106:1630,0.0,0.0,0.0,0.0,-9.19,1.52,0.0
20230106:1730,0.0,0.0,0.0,0.0,-9.21,1.45,0.0
20230106:1830,0.0,0.0,0.0,0.0,-9.19,1.17,0.0
20230106:1930,0.0,0.0,0.0,0.0,-8.86,1.17,0.0
20230106:2030,0.0,0.0,0.0,0.0,-8.83,1.17,0.0
20230106:2130,0.0,0.0,0.0,0.0,-8.8,1.03,0.0
20230106:2230,0.0,0.0,0.0,0.0,-8.81,0.76,0.0
20230106:2330,0.0,0.0,0.0,0.0,-8.87,0.55,0.0
20230107:0030,0.0,0.0,0.0,0.0,-9.05,0.41,0.0
20230107:0130,0.0,0.0,0.0,0.0,-8.84,0.28,0.0
20230107:0230,0.0,0.0,0.0,0.0,-9.02,0.14,0.0
20230107:0330,0.0,0.0,0.0,0.0,-9.36,0.28,0.0
20230107:0430,0.0,0.0,0.0,0.0,-9.38,0.41,0.0
20230107:0530,0.0,0.0,0.0,0.0,-9.12,0.41,0.0
20230107:0630,0.0,0.0,0.0,0.0,-9.71,0.62,0.0
20230107:0730,0.0,0.0,0.0,0.0,-8.88,0.55,0.0
20230107:0830,0.0,0.0,0.0,-0.51,-8.78,0.34,0.0
20230107:0930,0.0,16.65,0.0,3.63,-8.91,0.14,0.0
20230107:1030,0.0,25.0,0.0,6.24,-8.23,0.34,0.0
20230107:1130,0.0,27.1,0.0,7.12,-7.76,0.48,0.0
20230107:1230,0.0,15.2,0.0,6.21,-7.72,0.62,0.0
20230107:1330,0.0,8.25,0.0,3.59,-7.89,0.83,0.0
20230107:1430,0.0,0.0,0.0,-0.57,-7.67,0.9,0.0
20230107:1530,0.0,0.0,0.0,0.0,-7.6,0.76,0.0
20230107:1630,0.0,0.0,0.0,0.0,-7.45,0.55,0.0
20230107:1730,0.0,0.0,0.0,0.0,-7.41,0.41,0.0
20230107:1830,0.0,0.0,0.0,0.0,-7.18,0.41,0.0
20230107:1930,0.0,0.0,0.0,0.0,-6.93,0.69,0.0
20230107:2030,0.0,0.0,0.0,0.0,-6.65,0.76,0.0
20230107:2130,0.0,0.0,0.0,0.0,-6.42,0.9,0.0
20230107:2230,0.0,0.0,0.0,0.0,-6.06,0.83,0.0
20230107:2330,0.0,0.0,0.0,0.0,-5.68,0.9,0.0
20230108:0030,0.0,0.0,0.0,0.0,-5.2,1.03,0.0
20230108:0130,0.0,0.0,0.0,0.0,-4.63,1.38,0.0
20230108:0230,0.0,0.0,0.0,0.0,-3.46,1.66,0.0
20230108:0330,0.0,0.0,0.0,0.0,-2.64,1.93,0.0
20230108:0430,0.0,0.0,0.0,0.0,-2.13,1.93,0.0
20230108:0530,0.0,0.0,0.0,0.0,-1.87,2.0,0.0
20230108:0630,0.0,0.0,0.0,0.0,-1.74,2.0,0.0
20230108:0730,0.0,0.0,0.0,0.0,-1.49,1.93,0.0
20230108:0830,0.0,0.0,0.0,-0.42,-1.54,1.79,0.0
20230108:0930,0.0,14.55,0.0,3.73,-1.58,1.59,0.0
20230108:1030,0.0,24.25,0.0,6.35,-1.46,1.38,0.0
20230108:1130,0.0,30.65,0.0,7.25,-1.14,1.45,0.0
20230108:1230,0.2,27.7,0.0,6.35,-0.81,1.45,0.0
20230108:1330,0.0,14.5,0.0,3.74,-0.62,1.45,0.0
20230108:1430,0.0,0.0,0.0,-0.42,-0.65,1.52,0.0
20230108:1530,0.0,0.0,0.0,0.0,-0.69,1.66,0.0
20230108:1630,0.0,0.0,0.0,0.0,-0.68,1.66,0.0
20230108:1730,0.0,0.0,0.0,0.0,-0.79,1.52,0.0
20230108:1830,0.0,0.0,0.0,0.0,-0.97,1.52,0.0
20230108:1930,0.0,0.0,0.0,0.0,-0.85,1.45,0.0
20230108:2030,0.0,0.0,0.0,0.0,-0.99,1.31,0.0
20230108:2130,0.0,0.0,0.0,0.0,-1.18,1.31,0.0
20230108:2230,0.0,0.0,0.0,0.0,-1.5,1.45,0.0
20230108:2330,0.0,0.0,0.0,0.0,-1.39,1.38,0.0
20230109:0030,0.0,0.0,0.0,0.0,-1.24,1.38,0.0
20230109:0130,0.0,0.0,0.0,0.0,-1.29,1.38,0.0
20230109:0230,0.0,0.0,0.0,0.0,-1.26,1.45,0.0
20230109:0330,0.0,0.0,0.0,0.0,-1.26,1.45,0.0
20230109:0430,0.0,0.0,0.0,0.0,-1.27,1.38,0.0
20230109:0530,0.0,0.0,0.0,0.0,-1.31,1.52,0.0
20230109:0630,0.0,0.0,0.0,0.0,-1.33,1.59,0.0
20230109:0730,0.0,0.0,0.0,0.0,-1.32,1.72,0.0
20230109:0830,0.0,0.0,0.0,-0.32,-1.49,1.72,0.0
20230109:0930,0.0,11.95,0.0,3.84,-1.59,1.72,0.0
20230109:1030,0.0,20.05,0.0,6.48,-1.53,1.72,0.0
20230109:1130,0.0,22.25,0.0,7.39,-1.52,1.45,0.0
20230109:1230,0.0,17.3,0.0,6.5,-1.61,1.31,0.0
20230109:1330,0.0,7.4,0.0,3.89,-1.68,1.38,0.0
20230109:1430,0.0,0.0,0.0,-0.25,-1.78,1.24,0.0
20230109:1530,0.0,0.0,0.0,0.0,-1.88,1.17,0.0
20230109:1630,0.0,0.0,0.0,0.0,-1.93,1.1,0.0
20230109:1730,0.0,0.0,0.0,0.0,-1.99,0.97,0.0
20230109:1830,0.0,0.0,0.0,0.0,-2.11,0.83,0.0
20230109:1930,0.0,0.0,0.0,0.0,-1.61,0.76,0.0
20230109:2030,0.0,0.0,0.0,0.0,-1.54,0.69,0.0
20230109:2130,0.0,0.0,0.0,0.0,-1.47,0.62,0.0
20230109:2230,0.0,0.0,0.0,0.0,-1.74,0.48,0.0
20230109:2330,0.0,0.0,0.0,0.0,-1.66,0.34,0.0
20230110:0030,0.0,0.0,0.0,0.0,-1.74,0.34,0.0
20230110:0130,0.0,0.0,0.0,0.0,-1.81,0.48,0.0
20230110:0230,0.0,0.0,0.0,0.0,-2.26,0.69,0.0
20230110:0330,0.0,0.0,0.0,0.0,-3.0,0.83,0.0
20230110:0430,0.0,0.0,0.0,0.0,-3.37,0.83,0.0
20230110:0530,0.0,0.0,0.0,0.0,-4.15,0.9,0.0
20230110:0630,0.0,0.0,0.0,0.0,-4.11,0.83,0.0
20230110:0730,0.0,0.0,0.0,0.0,-3.63,0.62,0.0
20230110:0830,0.0,0.0,0.0,-0.22,-3.67,0.62,0.0
20230110:0930,0.0,23.05,0.0,3.96,-3.82,0.69,0.0
20230110:1030,17.75,41.4,0.0,6.61,-3.68,0.9,0.0
20230110:1130,17.0,50.75,0.0,7.53,-3.31,0.97,0.0
20230110:1230,22.75,43.7,0.0,6.66,-2.94,0.97,0.0
20230110:1330,10.85,22.24,0.0,4.06,-2.88,0.9,0.0
20230110:1430,0.0,0.0,0.0,-0.09,-3.59,1.03,0.0
20230110:1530,0.0,0.0,0.0,0.0,-3.99,1.03,0.0
20230110:1630,0.0,0.0,0.0,0.0,-4.6,1.03,0.0
20230110:1730,0.0,0.0,0.0,0.0,-4.97,1.03,0.0
20230110:1830,0.0,0.0,0.0,0.0,-4.19,0.9,0.0
20230110:1930,0.0,0.0,0.0,0.0,-4.88,1.17,0.0
20230110:2030,0.0,0.0,0.0,0.0,-4.58,1.59,0.0
20230110:2130,0.0,0.0,0.0,0.0,-3.86,1.72,0.0
20230110:2230,0.0,0.0,0.0,0.0,-3.38,1.79,0.0
20230110:2330,0.0,0.0,0.0,0.0,-3.19,1.86,0.0
20230111:0030,0.0,0.0,0.0,0.0,-2.91,2.0,0.0
20230111:0130,0.0,0.0,0.0,0.0,-2.54,2.14,0.0
20230111:0230,0.0,0.0,0.0,0.0,-2.18,3.24,0.0
20230111:0330,0.0,0.0,0.0,0.0,-2.0,2.97,0.0
20230111:0430,0.0,0.0,0.0,0.0,-1.98,3.24,0.0
20230111:0530,0.0,0.0,0.0,0.0,-2.06,2.69,0.0
20230111:0630,0.0,0.0,0.0,0.0,-2.2,1.86,0.0
20230111:0730,0.0,0.0,0.0,0.0,-2.17,1.45,0.0
20230111:0830,0.0,0.0,0.0,-0.11,-2.25,1.03,0.0
20230111:0930,0.0,24.85,0.0,4.09,-2.53,1.24,0.0
20230111:1030,31.8,40.55,0.0,6.75,-2.63,1.45,0.0
20230111:1130,50.16,42.4,0.0,7.69,-2.3,1.79,0.0
20230111:1230,47.86,38.1,0.0,6.82,-2.56,1.72,0.0
20230111:1330,24.41,18.41,0.0,4.23,-3.36,1.72,0.0
20230111:1430,0.0,4.35,0.0,0.09,-4.45,1.66,0.0
20230111:1530,0.0,0.0,0.0,0.0,-5.32,1.66,0.0
20230111:1630,0.0,0.0,0.0,0.0,-5.56,1.59,0.0
20230111:1730,0.0,0.0,0.0,0.0,-5.56,1.66,0.0
20230111:1830,0.0,0.0,0.0,0.0,-4.61,1.59,0.0
20230111:1930,0.0,0.0,0.0,0.0,-4.8,1.59,0.0
20230111:2030,0.0,0.0,0.0,0.0,-4.54,1.52,0.0
20230111:2130,0.0,0.0,0.0,0.0,-4.84,1.52,0.0
20230111:2230,0.0,0.0,0.0,0.0,-4.97,1.45,0.0
20230111:2330,0.0,0.0,0.0,0.0,-4.7,1.45,0.0
20230112:0030,0.0,0.0,0.0,0.0,-4.85,1.38,0.0
20230112:0130,0.0,0.0,0.0,0.0,-4.35,1.52,0.0
20230112:0230,0.0,0.0,0.0,0.0,-4.09,1.17,0.0
20230112:0330,0.0,0.0,0.0,0.0,-4.35,1.1,0.0
20230112:0430,0.0,0.0,0.0,0.0,-4.99,1.1,0.0
20230112:0530,0.0,0.0,0.0,0.0,-4.59,0.97,0.0
20230112:0630,0.0,0.0,0.0,0.0,-4.56,0.97,0.0
20230112:0730,0.0,0.0,0.0,0.0,-4.47,1.24,0.0
20230112:0830,0.0,4.1,0.0,0.01,-4.11,1.03,0.0
20230112:0930,0.0,24.45,0.0,4.22,-4.07,1.03,0.0
20230112:1030,21.9,44.7,0.0,6.9,-4.28,1.31,0.0
20230112:1130,21.45,48.75,0.0,7.84,-3.79,1.24,0.0
20230112:1230,35.0,37.85,0.0,6.99,-3.46,1.24,0.0
20230112:1330,16.0,22.16,0.0,4.4,-2.16,0.76,0.0
20230112:1430,0.0,4.5,0.0,0.27,-2.54,0.69,0.0
20230112:1530,0.0,0.0,0.0,0.0,-3.07,0.69,0.0
20230112:1630,0.0,0.0,0.0,0.0,-3.39,0.69,0.0
20230112:1730,0.0,0.0,0.0,0.0,-3.59,0.69,0.0
20230112:1830,0.0,0.0,0.0,0.0,-4.17,0.76,0.0
20230112:1930,0.0,0.0,0.0,0.0,-4.19,0.62,0.0
20230112:2030,0.0,0.0,0.0,0.0,-4.41,0.62,0.0
20230112:2130,0.0,0.0,0.0,0.0,-3.91,0.41,0.0
20230112:2230,0.0,0.0,0.0,0.0,-4.02,0.14,0.0
20230112:2330,0.0,0.0,0.0,0.0,-3.97,0.55,0.0
20230113:0030,0.0,0.0,0.0,0.0,-4.71,0.83,0.0
20230113:0130,0.0,0.0,0.0,0.0,-4.75,0.97,0.0
20230113:0230,0.0,0.0,0.0,0.0,-4.48,0.83,0.0
20230113:0330,0.0,0.0,0.0,0.0,-4.59,0.97,0.0
20230113:0430,0.0,0.0,0.0,0.0,-4.69,1.17,0.0
20230113:0530,0.0,0.0,0.0,0.0,-4.61,1.24,0.0
20230113:0630,0.0,0.0,0.0,0.0,-4.37,1.17,0.0
20230113:0730,0.0,0.0,0.0,0.0,-3.79,0.83,0.0
20230113:0830,0.0,1.9,0.0,0.14,-3.64,0.76,0.0
20230113:0930,0.0,18.65,0.0,4.36,-3.76,0.83,0.0
20230113:1030,1.05,32.15,0.0,7.05,-3.87,0.9,0.0
20230113:1130,1.85,44.75,0.0,8.01,-3.84,0.9,0.0
20230113:1230,1.2,39.05,0.0,7.17,-3.8,0.97,0.0
20230113:1330,1.25,27.44,0.0,4.59,-3.96,0.97,0.0
20230113:1430,0.0,4.05,0.0,0.46,-4.22,0.9,0.0
20230113:1530,0.0,0.0,0.0,0.0,-4.56,0.97,0.0
20230113:1630,0.0,0.0,0.0,0.0,-4.97,1.1,0.0
20230113:1730,0.0,0.0,0.0,0.0,-5.15,1.24,0.0
20230113:1830,0.0,0.0,0.0,0.0,-5.0,1.31,0.0
20230113:1930,0.0,0.0,0.0,0.0,-4.37,1.31,0.0
20230113:2030,0.0,0.0,0.0,0.0,-4.65,1.45,0.0
20230113:2130,0.0,0.0,0.0,0.0,-4.88,1.38,0.0
20230113:2230,0.0,0.0,0.0,0.0,-4.9,1.38,0.0
20230113:2330,0.0,0.0,0.0,0.0,-4.81,1.38,0.0
20230114:0030,0.0,0.0,0.0,0.0,-5.08,1.38,0.0
20230114:0130,0.0,0.0,0.0,0.0,-5.17,1.31,0.0
20230114:0230,0.0,0.0,0.0,0.0,-4.77,1.17,0.0
20230114:0330,0.0,0.0,0.0,0.0,-4.31,1.17,0.0
20230114:0430,0.0,0.0,0.0,0.0,-4.09,1.1,0.0
20230114:0530,0.0,0.0,0.0,0.0,-4.19,1.03,0.0
20230114:0630,0.0,0.0,0.0,0.0,-4.12,0.97,0.0
20230114:0730,0.0,0.0,0.0,0.0,-4.26,1.03,0.0
20230114:0830,0.0,3.0,0.0,0.27,-5.06,0.97,0.0
20230114:0930,0.0,16.05,0.0,4.51,-4.29,0.62,0.0
20230114:1030,0.0,30.5,0.0,7.21,-3.45,0.41,0.0
20230114:1130,2.1,41.5,0.0,8.18,-3.2,0.34,0.0
20230114:1230,0.15,40.5,0.0,7.35,-3.15,0.41,0.0
20230114:1330,0.35,18.3,0.0,4.77,-4.07,0.9,0.0
20230114:1430,0.0,3.55,0.0,0.65,-4.41,1.03,0.0
20230114:1530,0.0,0.0,0.0,0.0,-4.37,1.1,0.0
20230114:1630,0.0,0.0,0.0,0.0,-4.19,1.31,0.0
20230114:1730,0.0,0.0,0.0,0.0,-4.28,1.31,0.0
20230114:1830,0.0,0.0,0.0,0.0,-4.39,1.1,0.0
20230114:1930,0.0,0.0,0.0,0.0,-4.04,2.28,0.0
20230114:2030,0.0,0.0,0.0,0.0,-4.04,2.28,0.0
20230114:2130,0.0,0.0,0.0,0.0,-4.14,2.07,0.0
20230114:2230,0.0,0.0,0.0,0.0,-4.22,1.72,0.0
20230114:2330,0.0,0.0,0.0,0.0,-4.25,1.45,0.0
20230115:0030,0.0,0.0,0.0,0.0,-4.24,1.59,0.0
20230115:0130,0.0,0.0,0.0,0.0,-4.23,1.52,0.0
20230115:0230,0.0,0.0,0.0,0.0,-4.19,1.24,0.0
20230115:0330,0.0,0.0,0.0,0.0,-4.17,1.03,0.0
20230115:0430,0.0,0.0,0.0,0.0,-4.15,1.1,0.0
20230115:0530,0.0,0.0,0.0,0.0,-4.13,1.1,0.0
20230115:0630,0.0,0.0,0.0,0.0,-4.19,1.03,0.0
20230115:0730,0.0,0.0,0.0,0.0,-3.78,0.83,0.0
20230115:0830,0.0,5.1,0.0,0.41,-4.5,1.03,0.0
20230115:0930,0.0,31.6,0.0,4.66,-5.13,0.69,0.0
20230115:1030,14.2,51.15,0.0,7.38,-4.35,0.48,0.0
20230115:1130,26.55,55.35,0.0,8.36,-4.48,0.62,0.0
20230115:1230,18.4,54.6,0.0,7.54,-4.42,0.62,0.0
20230115:1330,13.55,31.66,0.0,4.97,-4.29,0.62,0.0
20230115:1430,0.0,7.75,0.0,0.85,-5.17,0.76,0.0
20230115:1530,0.0,0.0,0.0,0.0,-5.76,0.76,0.0
20230115:1630,0.0,0.0,0.0,0.0,-6.5,0.83,0.0
20230115:1730,0.0,0.0,0.0,0.0,-6.93,0.9,0.0
20230115:1830,0.0,0.0,0.0,0.0,-7.4,1.1,0.0
20230115:1930,0.0,0.0,0.0,0.0,-7.27,1.24,0.0
20230115:2030,0.0,0.0,0.0,0.0,-7.46,1.38,0.0
20230115:2130,0.0,0.0,0.0,0.0,-7.97,1.59,0.0
20230115:2230,0.0,0.0,0.0,0.0,-8.66,1.72,0.0
20230115:2330,0.0,0.0,0.0,0.0,-8.78,1.72,0.0
20230116:0030,0.0,0.0,0.0,0.0,-8.69,1.79,0.0
20230116:0130,0.0,0.0,0.0,0.0,-8.54,1.93,0.0
20230116:0230,0.0,0.0,0.0,0.0,-7.69,2.07,0.0
20230116:0330,0.0,0.0,0.0,0.0,-7.23,2.14,0.0
20230116:0430,0.0,0.0,0.0,0.0,-7.47,2.07,0.0
20230116:0530,0.0,0.0,0.0,0.0,-8.59,1.93,0.0
20230116:0630,0.0,0.0,0.0,0.0,-10.15,1.72,0.0
20230116:0730,0.0,0.0,0.0,0.0,-10.52,1.45,0.0
20230116:0830,0.0,5.6,0.0,0.55,-11.34,1.31,0.0
20230116:0930,30.16,20.85,0.0,4.82,-10.79,1.1,0.0
20230116:1030,62.56,39.45,0.0,7.55,-8.75,0.83,0.0
20230116:1130,70.21,44.75,0.0,8.55,-7.78,0.83,0.0
20230116:1230,37.75,52.4,0.0,7.74,-7.22,0.83,0.0
20230116:1330,3.95,40.6,0.0,5.17,-8.0,0.83,0.0
20230116:1430,0.0,9.15,0.0,1.05,-8.8,0.9,0.0
20230116:1530,0.0,0.0,0.0,0.0,-9.38,0.9,0.0
20230116:1630,0.0,0.0,0.0,0.0,-9.73,0.83,0.0
20230116:1730,0.0,0.0,0.0,0.0,-9.08,0.48,0.0
20230116:1830,0.0,0.0,0.0,0.0,-8.84,0.28,0.0
20230116:1930,0.0,0.0,0.0,0.0,-9.59,0.69,0.0
20230116:2030,0.0,0.0,0.0,0.0,-10.04,0.76,0.0
20230116:2130,0.0,0.0,0.0,0.0,-10.05,0.83,0.0
20230116:2230,0.0,0.0,0.0,0.0,-9.61,0.97,0.0
20230116:2330,0.0,0.0,0.0,0.0,-9.26,0.97,0.0
